Site,NitrogenTreatment,IrrigationTreatment,Location,Rotation,Crop,Date,SoilN0_15,SoilN15_30,SoilN30_60,SoilN60_90,SoilN90_120,SoilN120_150,SoilN0_30,SoilN0_60,SoilN0_90,SoilN0_120,SoilN0_150
HawkesBayRot4_N1_Irr1,N1,Irr1,HawkesBay,Rotation4,Pak choi,2021-06-16,133.839,112.900,29.124,8.866,,,246.739,275.863,284.729,,
HawkesBayRot4_N2_Irr1,N2,Irr1,HawkesBay,Rotation4,Pak choi,2021-06-16,179.502,115.195,32.202,9.848,,,294.697,326.899,336.747,,
HawkesBayRot4_N3_Irr1,N3,Irr1,HawkesBay,Rotation4,Pak choi,2021-06-16,148.532,133.067,40.725,11.913,,,281.599,322.325,334.238,,
HawkesBayRot4_N4_Irr1,N4,Irr1,HawkesBay,Rotation4,Pak choi,2021-06-16,145.260,116.831,39.434,12.258,,,262.091,301.526,313.783,,
HawkesBayRot4_N1_Irr2,N1,Irr2,HawkesBay,Rotation4,Pak choi,2021-06-16,142.010,129.279,35.402,11.692,,,271.290,306.692,318.384,,
HawkesBayRot4_N2_Irr2,N2,Irr2,HawkesBay,Rotation4,Pak choi,2021-06-16,160.493,132.842,31.202,9.991,,,293.335,324.536,334.527,,
HawkesBayRot4_N3_Irr2,N3,Irr2,HawkesBay,Rotation4,Pak choi,2021-06-16,138.797,129.459,31.090,10.447,,,268.256,299.345,309.792,,
HawkesBayRot4_N4_Irr2,N4,Irr2,HawkesBay,Rotation4,Pak choi,2021-06-16,125.131,120.692,27.382,15.377,,,245.822,273.204,288.581,,
HawkesBayRot4_N1_Irr1,N1,Irr1,HawkesBay,Rotation4,Pak choi,2021-07-09,15.750,10.255,98.997,90.538,39.229,17.038,26.005,125.002,215.540,254.769,271.807
HawkesBayRot4_N2_Irr1,N2,Irr1,HawkesBay,Rotation4,Pak choi,2021-07-09,16.322,8.391,105.787,100.899,51.886,25.749,24.712,130.499,231.398,283.284,309.033
HawkesBayRot4_N3_Irr1,N3,Irr1,HawkesBay,Rotation4,Pak choi,2021-07-09,27.709,11.614,108.658,101.326,59.487,21.380,39.323,147.981,249.307,308.794,330.174
HawkesBayRot4_N4_Irr1,N4,Irr1,HawkesBay,Rotation4,Pak choi,2021-07-09,9.223,14.026,82.845,114.431,64.169,29.333,23.249,106.094,220.524,284.693,314.027
HawkesBayRot4_N1_Irr2,N1,Irr2,HawkesBay,Rotation4,Pak choi,2021-07-09,16.235,18.636,106.635,98.118,87.335,37.094,34.872,141.506,239.624,326.959,364.052
HawkesBayRot4_N2_Irr2,N2,Irr2,HawkesBay,Rotation4,Pak choi,2021-07-09,38.021,20.057,125.839,98.989,46.900,28.557,58.078,183.917,282.906,329.806,358.363
HawkesBayRot4_N3_Irr2,N3,Irr2,HawkesBay,Rotation4,Pak choi,2021-07-09,45.676,15.308,170.818,121.042,76.046,38.272,60.984,231.802,352.844,428.890,467.162
HawkesBayRot4_N4_Irr2,N4,Irr2,HawkesBay,Rotation4,Pak choi,2021-07-09,13.981,11.883,106.268,93.485,52.255,31.260,25.864,132.132,225.617,277.872,309.132
HawkesBayRot4_N1_Irr1,N1,Irr1,HawkesBay,Rotation4,Lettuce,2021-08-27,61.243,54.611,90.064,61.546,40.126,,115.854,205.918,267.464,,
HawkesBayRot4_N2_Irr1,N2,Irr1,HawkesBay,Rotation4,Lettuce,2021-08-27,73.983,72.284,96.151,35.801,26.167,,146.268,242.419,278.219,,
HawkesBayRot4_N3_Irr1,N3,Irr1,HawkesBay,Rotation4,Lettuce,2021-08-27,77.040,67.781,110.668,71.175,25.761,,144.821,255.488,326.664,,
HawkesBayRot4_N4_Irr1,N4,Irr1,HawkesBay,Rotation4,Lettuce,2021-08-27,101.509,92.430,118.314,62.680,32.171,,193.939,312.252,374.932,,
HawkesBayRot4_N1_Irr2,N1,Irr2,HawkesBay,Rotation4,Lettuce,2021-08-27,95.348,65.957,101.690,53.997,29.615,,161.305,262.995,316.991,,
HawkesBayRot4_N2_Irr2,N2,Irr2,HawkesBay,Rotation4,Lettuce,2021-08-27,80.324,76.202,93.438,58.435,32.338,,156.525,249.963,308.399,,
HawkesBayRot4_N3_Irr2,N3,Irr2,HawkesBay,Rotation4,Lettuce,2021-08-27,94.031,104.966,116.289,70.758,43.569,,198.997,315.286,386.045,,
HawkesBayRot4_N4_Irr2,N4,Irr2,HawkesBay,Rotation4,Lettuce,2021-08-27,82.342,71.848,67.058,45.959,33.030,,154.190,221.248,267.207,,
HawkesBayRot4_N1_Irr1,N1,Irr1,HawkesBay,Rotation4,Lettuce,2021-10-14,87.852,93.521,106.490,55.555,30.508,24.136,181.373,287.863,343.418,373.926,398.062
HawkesBayRot4_N2_Irr1,N2,Irr1,HawkesBay,Rotation4,Lettuce,2021-10-14,88.654,102.620,92.443,44.236,29.309,26.518,191.274,283.717,327.953,357.262,383.780
HawkesBayRot4_N3_Irr1,N3,Irr1,HawkesBay,Rotation4,Lettuce,2021-10-14,68.240,94.012,114.962,50.177,45.162,25.284,162.252,277.214,327.392,372.554,397.838
HawkesBayRot4_N4_Irr1,N4,Irr1,HawkesBay,Rotation4,Lettuce,2021-10-14,61.200,83.037,117.262,68.325,32.994,29.465,144.237,261.499,329.824,362.818,392.283
HawkesBayRot4_N1_Irr2,N1,Irr2,HawkesBay,Rotation4,Lettuce,2021-10-14,65.676,115.057,89.415,52.142,39.888,34.305,180.733,270.148,322.290,362.177,396.482
HawkesBayRot4_N2_Irr2,N2,Irr2,HawkesBay,Rotation4,Lettuce,2021-10-14,66.006,93.909,119.646,68.915,59.436,31.733,159.915,279.561,348.476,407.912,439.644
HawkesBayRot4_N3_Irr2,N3,Irr2,HawkesBay,Rotation4,Lettuce,2021-10-14,102.118,121.949,119.249,76.048,56.906,30.224,224.068,343.316,419.364,476.270,506.494
HawkesBayRot4_N4_Irr2,N4,Irr2,HawkesBay,Rotation4,Lettuce,2021-10-14,60.252,71.861,87.592,49.848,30.769,25.337,132.113,219.705,269.553,300.321,325.658
HawkesBayRot4_N1_Irr1,N1,Irr1,HawkesBay,Rotation4,Lettuce,2021-11-09,95.604,58.594,122.995,51.998,44.346,,154.198,277.193,329.191,,
HawkesBayRot4_N2_Irr1,N2,Irr1,HawkesBay,Rotation4,Lettuce,2021-11-09,48.782,72.598,107.090,50.857,27.804,,121.380,228.471,279.328,,
HawkesBayRot4_N3_Irr1,N3,Irr1,HawkesBay,Rotation4,Lettuce,2021-11-09,55.368,65.906,125.814,92.351,42.287,,121.274,247.087,339.438,,
HawkesBayRot4_N4_Irr1,N4,Irr1,HawkesBay,Rotation4,Lettuce,2021-11-09,40.244,46.089,105.165,56.785,31.801,,86.333,191.498,248.283,,
HawkesBayRot4_N1_Irr2,N1,Irr2,HawkesBay,Rotation4,Lettuce,2021-11-09,71.725,71.486,107.738,64.939,47.573,,143.211,250.949,315.888,,
HawkesBayRot4_N2_Irr2,N2,Irr2,HawkesBay,Rotation4,Lettuce,2021-11-09,38.616,44.797,115.528,80.349,41.338,,83.413,198.941,279.291,,
HawkesBayRot4_N3_Irr2,N3,Irr2,HawkesBay,Rotation4,Lettuce,2021-11-09,80.699,61.936,108.189,57.434,59.797,,142.635,250.825,308.259,,
HawkesBayRot4_N4_Irr2,N4,Irr2,HawkesBay,Rotation4,Lettuce,2021-11-09,32.985,48.268,97.230,58.974,37.826,,81.252,178.483,237.457,,
HawkesBayRot4_N1_Irr1,N1,Irr1,HawkesBay,Rotation4,Lettuce,2021-11-19,73.462,31.799,68.056,43.709,36.398,21.733,105.261,173.316,217.025,253.423,275.156
HawkesBayRot4_N2_Irr1,N2,Irr1,HawkesBay,Rotation4,Lettuce,2021-11-19,15.115,15.280,61.681,52.916,28.932,23.411,30.395,92.076,144.992,173.924,197.335
HawkesBayRot4_N3_Irr1,N3,Irr1,HawkesBay,Rotation4,Lettuce,2021-11-19,20.623,19.984,84.661,58.276,23.177,20.588,40.607,125.269,183.545,206.721,227.309
HawkesBayRot4_N4_Irr1,N4,Irr1,HawkesBay,Rotation4,Lettuce,2021-11-19,21.845,28.770,71.711,52.699,26.629,24.099,50.615,122.326,175.026,201.655,225.753
HawkesBayRot4_N1_Irr2,N1,Irr2,HawkesBay,Rotation4,Lettuce,2021-11-19,23.957,34.288,71.032,52.114,37.854,26.913,58.246,129.278,181.392,219.247,246.160
HawkesBayRot4_N2_Irr2,N2,Irr2,HawkesBay,Rotation4,Lettuce,2021-11-19,20.755,30.500,75.572,54.060,42.000,34.254,51.255,126.827,180.886,222.886,257.141
HawkesBayRot4_N3_Irr2,N3,Irr2,HawkesBay,Rotation4,Lettuce,2021-11-19,78.104,32.900,84.341,68.788,51.861,44.172,111.004,195.345,264.133,315.994,360.167
HawkesBayRot4_N4_Irr2,N4,Irr2,HawkesBay,Rotation4,Lettuce,2021-11-19,17.161,36.843,69.347,49.467,34.102,25.904,54.005,123.352,172.818,206.921,232.824
HawkesBayRot4_N1_Irr1,N1,Irr1,HawkesBay,Rotation4,Peas,2021-12-14,62.729,79.425,81.887,43.204,20.585,20.054,142.155,224.041,267.246,287.831,307.885
HawkesBayRot4_N2_Irr1,N2,Irr1,HawkesBay,Rotation4,Peas,2021-12-14,67.566,57.645,88.317,56.973,22.463,19.894,125.212,213.528,270.501,292.964,312.858
HawkesBayRot4_N3_Irr1,N3,Irr1,HawkesBay,Rotation4,Peas,2021-12-14,62.537,54.650,110.553,69.128,24.640,23.229,117.188,227.741,296.869,321.508,344.737
HawkesBayRot4_N4_Irr1,N4,Irr1,HawkesBay,Rotation4,Peas,2021-12-14,65.316,68.764,99.843,60.871,33.666,31.329,134.080,233.923,294.794,328.460,359.790
HawkesBayRot4_N1_Irr2,N1,Irr2,HawkesBay,Rotation4,Peas,2021-12-14,66.190,66.689,110.260,71.366,47.788,44.556,132.880,243.140,314.506,362.294,406.850
HawkesBayRot4_N2_Irr2,N2,Irr2,HawkesBay,Rotation4,Peas,2021-12-14,54.571,53.677,79.271,61.346,43.648,30.278,108.248,187.518,248.865,292.513,322.790
HawkesBayRot4_N3_Irr2,N3,Irr2,HawkesBay,Rotation4,Peas,2021-12-14,59.631,66.174,88.388,53.009,36.926,36.793,125.804,214.193,267.202,304.128,340.920
HawkesBayRot4_N4_Irr2,N4,Irr2,HawkesBay,Rotation4,Peas,2021-12-14,51.760,47.407,67.193,50.964,37.457,25.640,99.167,166.360,217.324,254.781,280.421
HawkesBayRot4_N1_Irr1,N1,Irr1,HawkesBay,Rotation4,Peas,2022-01-24,130.469,56.167,91.629,44.025,26.322,,186.637,278.266,322.291,,
HawkesBayRot4_N2_Irr1,N2,Irr1,HawkesBay,Rotation4,Peas,2022-01-24,115.559,45.573,84.877,63.480,37.295,,161.132,246.009,309.489,,
HawkesBayRot4_N3_Irr1,N3,Irr1,HawkesBay,Rotation4,Peas,2022-01-24,114.508,50.421,103.060,74.874,43.780,,164.929,267.989,342.863,,
HawkesBayRot4_N4_Irr1,N4,Irr1,HawkesBay,Rotation4,Peas,2022-01-24,122.806,56.790,106.862,77.485,38.737,,179.596,286.458,363.942,,
HawkesBayRot4_N1_Irr2,N1,Irr2,HawkesBay,Rotation4,Peas,2022-01-24,122.077,65.101,146.963,81.075,54.904,,187.178,334.141,415.216,,
HawkesBayRot4_N2_Irr2,N2,Irr2,HawkesBay,Rotation4,Peas,2022-01-24,116.413,59.524,88.700,71.089,61.717,,175.937,264.637,335.726,,
HawkesBayRot4_N3_Irr2,N3,Irr2,HawkesBay,Rotation4,Peas,2022-01-24,103.619,71.563,128.583,80.595,138.893,,175.183,303.766,384.361,,
HawkesBayRot4_N4_Irr2,N4,Irr2,HawkesBay,Rotation4,Peas,2022-01-24,105.924,47.485,80.069,47.784,33.753,,153.408,233.477,281.261,,
HawkesBayRot4_N1_Irr1,N1,Irr1,HawkesBay,Rotation4,Peas,2022-02-21,28.584,41.643,66.588,71.820,34.689,28.291,70.227,136.815,208.635,243.324,271.615
HawkesBayRot4_N2_Irr1,N2,Irr1,HawkesBay,Rotation4,Peas,2022-02-21,45.654,56.198,102.727,72.522,37.716,27.896,101.852,204.579,277.101,314.816,342.712
HawkesBayRot4_N3_Irr1,N3,Irr1,HawkesBay,Rotation4,Peas,2022-02-21,37.615,46.611,87.129,78.914,45.030,38.993,84.225,171.355,250.269,295.299,334.293
HawkesBayRot4_N4_Irr1,N4,Irr1,HawkesBay,Rotation4,Peas,2022-02-21,32.456,44.865,89.583,83.943,43.547,34.188,77.322,166.904,250.847,294.394,328.582
HawkesBayRot4_N1_Irr2,N1,Irr2,HawkesBay,Rotation4,Peas,2022-02-21,34.804,52.718,104.164,83.192,53.089,41.294,87.522,191.686,274.878,327.967,369.261
HawkesBayRot4_N2_Irr2,N2,Irr2,HawkesBay,Rotation4,Peas,2022-02-21,33.386,43.657,76.729,59.607,40.602,36.818,77.043,153.772,213.379,253.981,290.799
HawkesBayRot4_N3_Irr2,N3,Irr2,HawkesBay,Rotation4,Peas,2022-02-21,42.576,63.751,118.087,106.410,53.650,37.228,106.327,224.414,330.824,384.474,421.702
HawkesBayRot4_N4_Irr2,N4,Irr2,HawkesBay,Rotation4,Peas,2022-02-21,41.940,45.799,74.432,50.529,43.835,28.840,87.739,162.172,212.701,256.536,285.376
HawkesBayRot4_N1_Irr1,N1,Irr1,HawkesBay,Rotation4,Cauliflower,2022-05-23,70.724,51.464,89.523,74.992,61.993,45.191,122.188,211.711,286.703,348.695,393.887
HawkesBayRot4_N1_Irr1,N1,Irr1,HawkesBay,Rotation4,Cauliflower,2022-06-29,36.094,63.258,97.977,86.283,73.674,,99.352,197.329,283.613,357.287,
HawkesBayRot4_N1_Irr1,N1,Irr1,HawkesBay,Rotation4,Cauliflower,2022-07-27,189.158,92.690,127.567,101.693,95.940,77.246,281.848,409.414,511.107,607.047,684.293
HawkesBayRot4_N1_Irr1,N1,Irr1,HawkesBay,Rotation4,Cauliflower,2022-08-22,59.005,65.400,123.548,120.075,66.977,,124.404,247.953,368.028,435.005,
HawkesBayRot4_N1_Irr1,N1,Irr1,HawkesBay,Rotation4,Cauliflower,2022-09-19,561.757,152.241,67.782,91.965,65.117,57.153,713.998,781.779,873.745,938.861,996.014
HawkesBayRot4_N1_Irr1,N1,Irr1,HawkesBay,Rotation4,Cauliflower,2022-11-02,146.225,47.184,183.356,141.946,72.596,70.942,193.409,376.765,518.712,591.308,662.249
HawkesBayRot4_N1_Irr1,N1,Irr1,HawkesBay,Rotation4,Cauliflower,2022-12-12,147.544,72.654,90.197,96.497,61.939,46.108,220.198,310.395,406.892,468.832,514.939
HawkesBayRot4_N2_Irr1,N2,Irr1,HawkesBay,Rotation4,Cauliflower,2022-05-23,63.864,51.291,89.870,91.362,72.146,42.213,115.155,205.025,296.388,368.534,410.748
HawkesBayRot4_N2_Irr1,N2,Irr1,HawkesBay,Rotation4,Cauliflower,2022-06-29,86.192,94.551,103.709,85.717,78.544,,180.743,284.452,370.170,448.714,
HawkesBayRot4_N2_Irr1,N2,Irr1,HawkesBay,Rotation4,Cauliflower,2022-07-27,79.975,74.620,122.482,89.299,83.100,74.092,154.595,277.077,366.375,449.475,523.567
HawkesBayRot4_N2_Irr1,N2,Irr1,HawkesBay,Rotation4,Cauliflower,2022-08-22,19.492,35.213,96.858,93.778,76.419,,54.705,151.563,245.342,321.761,
HawkesBayRot4_N2_Irr1,N2,Irr1,HawkesBay,Rotation4,Cauliflower,2022-09-19,141.960,59.992,48.451,74.566,56.087,58.005,201.953,250.404,324.970,381.057,439.062
HawkesBayRot4_N2_Irr1,N2,Irr1,HawkesBay,Rotation4,Cauliflower,2022-11-02,70.074,20.902,45.638,59.859,62.178,71.775,90.975,136.613,196.472,258.650,330.425
HawkesBayRot4_N2_Irr1,N2,Irr1,HawkesBay,Rotation4,Cauliflower,2022-12-12,100.434,46.095,30.385,40.576,48.497,44.004,146.529,176.914,217.490,265.987,309.990
HawkesBayRot4_N3_Irr1,N3,Irr1,HawkesBay,Rotation4,Cauliflower,2022-05-23,61.266,53.832,89.848,76.579,78.138,51.366,115.098,204.946,281.525,359.664,411.029
HawkesBayRot4_N3_Irr1,N3,Irr1,HawkesBay,Rotation4,Cauliflower,2022-06-29,97.057,100.888,124.529,110.639,94.749,,197.945,322.474,433.112,527.861,
HawkesBayRot4_N3_Irr1,N3,Irr1,HawkesBay,Rotation4,Cauliflower,2022-07-27,61.799,83.504,117.783,78.855,74.937,48.890,145.304,263.086,341.941,416.879,465.769
HawkesBayRot4_N3_Irr1,N3,Irr1,HawkesBay,Rotation4,Cauliflower,2022-08-22,39.410,56.358,102.543,81.229,76.327,,95.768,198.311,279.540,355.867,
HawkesBayRot4_N3_Irr1,N3,Irr1,HawkesBay,Rotation4,Cauliflower,2022-09-19,73.611,22.674,42.555,65.602,79.716,53.166,96.286,138.841,204.443,284.158,337.324
HawkesBayRot4_N3_Irr1,N3,Irr1,HawkesBay,Rotation4,Cauliflower,2022-11-02,52.814,15.500,26.371,51.690,87.312,84.932,68.314,94.685,146.375,233.687,318.619
HawkesBayRot4_N3_Irr1,N3,Irr1,HawkesBay,Rotation4,Cauliflower,2022-12-12,96.481,50.144,22.191,37.779,54.805,40.130,146.625,168.816,206.595,261.400,301.530
HawkesBayRot4_N4_Irr1,N4,Irr1,HawkesBay,Rotation4,Cauliflower,2022-05-23,64.089,56.106,98.051,94.642,82.945,58.206,120.195,218.246,312.888,395.833,454.040
HawkesBayRot4_N4_Irr1,N4,Irr1,HawkesBay,Rotation4,Cauliflower,2022-06-29,133.636,93.296,109.892,97.309,80.472,,226.932,336.824,434.133,514.605,
HawkesBayRot4_N4_Irr1,N4,Irr1,HawkesBay,Rotation4,Cauliflower,2022-07-27,125.696,92.980,153.828,100.066,89.197,71.047,218.676,372.504,472.570,561.767,632.815
HawkesBayRot4_N4_Irr1,N4,Irr1,HawkesBay,Rotation4,Cauliflower,2022-08-22,24.253,52.447,123.631,99.226,93.511,,76.699,200.330,299.556,393.067,
HawkesBayRot4_N4_Irr1,N4,Irr1,HawkesBay,Rotation4,Cauliflower,2022-09-19,51.540,28.111,40.956,72.042,63.207,59.515,79.651,120.607,192.649,255.856,315.370
HawkesBayRot4_N4_Irr1,N4,Irr1,HawkesBay,Rotation4,Cauliflower,2022-11-02,48.224,14.383,18.606,51.804,74.746,57.443,62.607,81.213,133.017,207.763,265.206
HawkesBayRot4_N4_Irr1,N4,Irr1,HawkesBay,Rotation4,Cauliflower,2022-12-12,100.501,44.266,7.507,29.938,46.406,56.035,144.767,152.273,182.211,228.617,284.652
HawkesBayRot4_N1_Irr2,N1,Irr2,HawkesBay,Rotation4,Cauliflower,2022-05-23,60.042,52.140,77.990,62.418,68.801,49.473,112.182,190.172,252.590,321.391,370.865
HawkesBayRot4_N1_Irr2,N1,Irr2,HawkesBay,Rotation4,Cauliflower,2022-06-29,41.924,70.081,72.318,66.731,71.224,,112.005,184.323,251.054,322.277,
HawkesBayRot4_N1_Irr2,N1,Irr2,HawkesBay,Rotation4,Cauliflower,2022-07-27,53.087,70.834,106.038,91.364,120.367,88.196,123.921,229.960,321.324,441.691,529.887
HawkesBayRot4_N1_Irr2,N1,Irr2,HawkesBay,Rotation4,Cauliflower,2022-08-15,96.377,112.160,142.148,111.954,85.891,65.948,,,,,
HawkesBayRot4_N1_Irr2,N1,Irr2,HawkesBay,Rotation4,Cauliflower,2022-08-22,18.906,36.026,104.558,95.083,107.017,,54.932,159.490,254.572,361.590,
HawkesBayRot4_N1_Irr2,N1,Irr2,HawkesBay,Rotation4,Cauliflower,2022-09-19,66.859,26.751,55.909,92.852,122.198,62.906,93.610,149.519,242.372,364.570,427.475
HawkesBayRot4_N1_Irr2,N1,Irr2,HawkesBay,Rotation4,Cauliflower,2022-11-02,53.850,19.673,28.335,58.886,109.052,74.049,73.523,101.859,160.744,269.796,343.844
HawkesBayRot4_N1_Irr2,N1,Irr2,HawkesBay,Rotation4,Cauliflower,2022-12-12,71.702,31.368,12.145,37.724,65.965,84.001,103.070,115.215,152.940,218.905,302.906
HawkesBayRot4_N2_Irr2,N2,Irr2,HawkesBay,Rotation4,Cauliflower,2022-05-23,64.593,56.639,78.478,70.641,72.466,53.840,121.231,199.709,270.350,342.817,396.657
HawkesBayRot4_N2_Irr2,N2,Irr2,HawkesBay,Rotation4,Cauliflower,2022-06-29,77.483,90.696,116.431,98.543,114.569,,168.180,284.611,383.154,497.723,
HawkesBayRot4_N2_Irr2,N2,Irr2,HawkesBay,Rotation4,Cauliflower,2022-07-27,168.190,97.454,104.935,68.133,93.173,81.522,265.645,370.580,438.713,531.885,613.407
HawkesBayRot4_N2_Irr2,N2,Irr2,HawkesBay,Rotation4,Cauliflower,2022-08-22,74.083,56.119,109.055,80.524,106.090,,130.202,239.258,319.781,425.872,
HawkesBayRot4_N2_Irr2,N2,Irr2,HawkesBay,Rotation4,Cauliflower,2022-09-19,127.299,23.579,66.964,38.743,98.378,137.073,150.878,217.842,256.585,354.963,492.036
HawkesBayRot4_N2_Irr2,N2,Irr2,HawkesBay,Rotation4,Cauliflower,2022-11-02,121.943,45.425,94.793,133.427,142.683,137.345,167.368,262.161,395.589,538.271,675.616
HawkesBayRot4_N2_Irr2,N2,Irr2,HawkesBay,Rotation4,Cauliflower,2022-12-12,124.482,49.900,27.466,47.689,64.617,68.267,174.382,201.848,249.537,314.154,382.421
HawkesBayRot4_N3_Irr2,N3,Irr2,HawkesBay,Rotation4,Cauliflower,2022-05-23,59.933,56.571,86.109,82.833,84.966,70.446,116.504,202.613,285.445,370.412,440.858
HawkesBayRot4_N3_Irr2,N3,Irr2,HawkesBay,Rotation4,Cauliflower,2022-06-29,104.935,95.307,108.153,106.264,95.768,,200.241,308.394,414.658,510.426,
HawkesBayRot4_N3_Irr2,N3,Irr2,HawkesBay,Rotation4,Cauliflower,2022-07-27,106.384,62.176,101.829,81.885,85.490,67.380,168.560,270.389,352.274,437.764,505.144
HawkesBayRot4_N3_Irr2,N3,Irr2,HawkesBay,Rotation4,Cauliflower,2022-08-15,5.480,1.094,2.843,2.421,22.583,24.395,,,,,
HawkesBayRot4_N3_Irr2,N3,Irr2,HawkesBay,Rotation4,Cauliflower,2022-08-22,50.167,57.363,113.428,88.170,103.949,,107.530,220.958,309.128,413.077,
HawkesBayRot4_N3_Irr2,N3,Irr2,HawkesBay,Rotation4,Cauliflower,2022-09-19,112.412,25.552,58.211,62.008,75.781,70.361,137.964,196.174,258.182,333.963,404.324
HawkesBayRot4_N3_Irr2,N3,Irr2,HawkesBay,Rotation4,Cauliflower,2022-11-02,82.045,22.239,24.185,25.815,80.476,94.344,104.284,128.469,154.284,234.759,329.103
HawkesBayRot4_N3_Irr2,N3,Irr2,HawkesBay,Rotation4,Cauliflower,2022-12-12,52.116,28.207,18.764,32.963,57.199,51.881,80.323,99.087,132.050,189.249,241.130
HawkesBayRot4_N4_Irr2,N4,Irr2,HawkesBay,Rotation4,Cauliflower,2022-05-23,76.249,73.542,112.547,90.624,86.110,61.480,149.791,262.337,352.961,439.071,500.551
HawkesBayRot4_N4_Irr2,N4,Irr2,HawkesBay,Rotation4,Cauliflower,2022-06-29,129.474,127.465,116.519,99.196,107.337,,256.939,373.457,472.653,579.990,
HawkesBayRot4_N4_Irr2,N4,Irr2,HawkesBay,Rotation4,Cauliflower,2022-07-27,173.527,102.128,124.603,100.630,120.890,144.528,275.654,400.257,500.887,621.778,766.305
HawkesBayRot4_N4_Irr2,N4,Irr2,HawkesBay,Rotation4,Cauliflower,2022-08-15,18.510,45.208,97.654,70.214,50.976,39.672,,,,,
HawkesBayRot4_N4_Irr2,N4,Irr2,HawkesBay,Rotation4,Cauliflower,2022-08-22,62.009,80.214,139.074,123.261,136.086,,142.223,281.297,404.558,540.644,
HawkesBayRot4_N4_Irr2,N4,Irr2,HawkesBay,Rotation4,Cauliflower,2022-09-19,212.939,193.435,116.995,100.675,135.362,142.600,406.374,523.369,624.043,759.405,902.005
HawkesBayRot4_N4_Irr2,N4,Irr2,HawkesBay,Rotation4,Cauliflower,2022-11-02,105.012,29.803,100.256,110.833,85.878,124.627,134.815,235.071,345.904,431.781,556.408
HawkesBayRot4_N4_Irr2,N4,Irr2,HawkesBay,Rotation4,Cauliflower,2022-12-12,92.700,48.766,37.848,48.443,86.416,124.853,141.465,179.313,227.756,314.171,439.025
